SRN,who,group,qu,rating
1003860,other,recreation,25,3
1003860,other,health,26,5
1003860,other,social,27,2
1003860,other,social,28,4
1003860,other,ethical,30,3
1003861,you,social,1,2
1003861,you,recreation,2,4
1003861,you,financial,3,5
1003861,you,health,5,5
1003861,you,ethical,6,7
1003861,you,social,7,2
1003861,you,financial,8,5
1003861,you,ethical,9,7
1003861,you,ethical,10,6
1003861,you,recreation,11,3
1003861,you,financial,12,4
1003861,you,recreation,13,2
1003861,you,financial,14,6
1003861,you,health,17,5
1003861,you,financial,18,6
1003861,you,recreation,19,3
1003861,you,health,20,5
1003861,you,social,21,1
1003861,you,social,22,4
1003861,you,health,23,4
1003861,you,recreation,24,4
1003861,you,recreation,25,6
1003861,you,health,26,4
1003861,you,social,27,3
1003861,you,social,28,2
1003861,you,ethical,30,7
1003861,other,social,1,1
1003861,other,recreation,2,2
1003861,other,financial,3,3
1003861,other,health,5,5
1003861,other,ethical,6,7
1003861,other,social,7,1
1003861,other,financial,8,5
1003861,other,ethical,9,7
1003861,other,ethical,10,4
1003861,other,recreation,11,2
1003861,other,financial,12,3
1003861,other,recreation,13,1
1003861,other,financial,14,4
1003861,other,health,17,3
1003861,other,financial,18,7
1003861,other,recreation,19,3
1003861,other,health,20,3
1003861,other,social,21,1
1003861,other,social,22,3
1003861,other,health,23,3
1003861,other,recreation,24,3
1003861,other,recreation,25,4
1003861,other,health,26,5
1003861,other,social,27,2
1003861,other,social,28,2
1003861,other,ethical,30,6
1003862,you,social,1,5
1003862,you,recreation,2,5
1003862,you,financial,3,6
1003862,you,health,5,3
1003862,you,ethical,6,6
1003862,you,social,7,4
1003862,you,financial,8,4
1003862,you,ethical,9,7
1003862,you,ethical,10,7
1003862,you,recreation,11,5
1003862,you,financial,12,6
1003862,you,recreation,13,4
1003862,you,financial,14,5
1003862,you,health,17,6
1003862,you,financial,18,7
1003862,you,recreation,19,4
1003862,you,health,20,5
1003862,you,social,21,2
1003862,you,social,22,2
1003862,you,health,23,6
1003862,you,recreation,24,6
1003862,you,recreation,25,4
1003862,you,health,26,6
1003862,you,social,27,3
1003862,you,social,28,4
1003862,you,ethical,30,7
1003862,other,social,1,2
1003862,other,recreation,2,3
1003862,other,financial,3,6
1003862,other,health,5,2
1003862,other,ethical,6,4
1003862,other,social,7,4
1003862,other,financial,8,4
1003862,other,ethical,9,7
1003862,other,ethical,10,6
1003862,other,recreation,11,6
1003862,other,financial,12,4
1003862,other,recreation,13,2
1003862,other,financial,14,5
1003862,other,health,17,5
1003862,other,financial,18,6
1003862,other,recreation,19,2
1003862,other,health,20,6
1003862,other,social,21,1
1003862,other,social,22,1
1003862,other,health,23,6
1003862,other,recreation,24,5
1003862,other,recreation,25,4
1003862,other,health,26,4
1003862,other,social,27,1
1003862,other,social,28,3
1003862,other,ethical,30,5
1003863,you,social,1,3
1003863,you,recreation,2,6
1003863,you,financial,3,7
1003863,you,health,5,5
1003863,you,ethical,6,7
1003863,you,social,7,2
1003863,you,financial,8,4
1003863,you,ethical,9,7
1003863,you,ethical,10,6
1003863,you,recreation,11,2
1003863,you,financial,12,4
1003863,you,recreation,13,6
1003863,you,financial,14,7
1003863,you,health,17,6
1003863,you,financial,18,5
1003863,you,recreation,19,5
1003863,you,health,20,7
1003863,you,social,21,5
1003863,you,social,22,2
1003863,you,health,23,4
1003863,you,recreation,24,5
1003863,you,recreation,25,5
1003863,you,health,26,6
1003863,you,social,27,2
1003863,you,social,28,1
1003863,you,ethical,30,7
1003863,other,social,1,1
1003863,other,recreation,2,4
1003863,other,financial,3,6
1003863,other,health,5,3
1003863,other,ethical,6,4
1003863,other,social,7,1
1003863,other,financial,8,4
1003863,other,ethical,9,6
1003863,other,ethical,10,4
1003863,other,recreation,11,3
1003863,other,financial,12,2
1003863,other,recreation,13,7
1003863,other,financial,14,7
1003863,other,health,17,6
1003863,other,financial,18,4
1003863,other,recreation,19,4
1003863,other,health,20,6
1003863,other,social,21,4
1003863,other,social,22,3
1003863,other,health,23,2
1003863,other,recreation,24,4
1003863,other,recreation,25,3
1003863,other,health,26,4
1003863,other,social,27,2
1003863,other,social,28,1
1003863,other,ethical,30,7
1003864,you,social,1,2
1003864,you,recreation,2,4
1003864,you,financial,3,4
1003864,you,health,5,4
1003864,you,ethical,6,7
1003864,you,social,7,1
1003864,you,financial,8,7
1003864,you,ethical,9,7
1003864,you,ethical,10,6
1003864,you,recreation,11,4
1003864,you,financial,12,5
1003864,you,recreation,13,4
1003864,you,financial,14,7
1003864,you,health,17,7
1003864,you,financial,18,5
1003864,you,recreation,19,3
1003864,you,health,20,7
1003864,you,social,21,3
1003864,you,social,22,3
1003864,you,health,23,6
1003864,you,recreation,24,3
1003864,you,recreation,25,4
1003864,you,health,26,5
1003864,you,social,27,3
1003864,you,social,28,4
1003864,you,ethical,30,7
1003864,other,social,1,1
1003864,other,recreation,2,3
1003864,other,financial,3,3
1003864,other,health,5,3
1003864,other,ethical,6,7
1003864,other,social,7,1
1003864,other,financial,8,6
1003864,other,ethical,9,6
1003864,other,ethical,10,7
1003864,other,recreation,11,2
1003864,other,financial,12,4
1003864,other,recreation,13,3
1003864,other,financial,14,5
1003864,other,health,17,6
1003864,other,financial,18,4
1003864,other,recreation,19,2
1003864,other,health,20,6
1003864,other,social,21,2
1003864,other,social,22,1
1003864,other,health,23,5
1003864,other,recreation,24,3
1003864,other,recreation,25,2
1003864,other,health,26,5
1003864,other,social,27,3
1003864,other,social,28,3
1003864,other,ethical,30,6
1003865,you,social,1,4
1003865,you,recreation,2,5
1003865,you,financial,3,5
1003865,you,health,5,6
1003865,you,ethical,6,6
1003865,you,social,7,4
1003865,you,financial,8,6
1003865,you,ethical,9,7
1003865,you,ethical,10,4
1003865,you,recreation,11,4
1003865,you,financial,12,7
1003865,you,recreation,13,2
1003865,you,financial,14,7
1003865,you,health,17,6
1003865,you,financial,18,5
1003865,you,recreation,19,6
1003865,you,health,20,6
1003865,you,social,21,7
1003865,you,social,22,4
1003865,you,health,23,5
1003865,you,recreation,24,4
1003865,you,recreation,25,3
1003865,you,health,26,4
1003865,you,social,27,3
1003865,you,social,28,2
1003865,you,ethical,30,7
1003865,other,social,1,3
1003865,other,recreation,2,3
1003865,other,financial,3,6
1003865,other,health,5,4
1003865,other,ethical,6,5
1003865,other,social,7,3
1003865,other,financial,8,5
1003865,other,ethical,9,7
1003865,other,ethical,10,4
1003865,other,recreation,11,3
1003865,other,financial,12,6
1003865,other,recreation,13,1
1003865,other,financial,14,6
1003865,other,health,17,5
1003865,other,financial,18,4
1003865,other,recreation,19,5
1003865,other,health,20,4
1003865,other,social,21,5
1003865,other,social,22,2
1003865,other,health,23,4
1003865,other,recreation,24,4
1003865,other,recreation,25,2
1003865,other,health,26,2
1003865,other,social,27,1
1003865,other,social,28,2
1003865,other,ethical,30,4
1003866,you,social,1,3
1003866,you,recreation,2,6
1003866,you,financial,3,5
1003866,you,health,5,4
1003866,you,ethical,6,6
1003866,you,social,7,5
1003866,you,financial,8,5
1003866,you,ethical,9,7
1003866,you,ethical,10,3
1003866,you,recreation,11,4
1003866,you,financial,12,4
1003866,you,recreation,13,3
1003866,you,financial,14,4
1003866,you,health,17,4
1003866,you,financial,18,3
1003866,you,recreation,19,4
1003866,you,health,20,5
1003866,you,social,21,3
1003866,you,social,22,4
1003866,you,health,23,6
1003866,you,recreation,24,3
1003866,you,recreation,25,5
1003866,you,health,26,7
1003866,you,social,27,2
1003866,you,social,28,2
1003866,you,ethical,30,7
1003866,other,social,1,2
1003866,other,recreation,2,5
1003866,other,financial,3,5
1003866,other,health,5,3
1003866,other,ethical,6,6
1003866,other,social,7,4
1003866,other,financial,8,5
1003866,other,ethical,9,6
1003866,other,ethical,10,3
1003866,other,recreation,11,2
1003866,other,financial,12,2
1003866,other,recreation,13,3
1003866,other,financial,14,2
1003866,other,health,17,2
1003866,other,financial,18,2
1003866,other,recreation,19,2
1003866,other,health,20,3
1003866,other,social,21,2
1003866,other,social,22,4
1003866,other,health,23,5
1003866,other,recreation,24,2
1003866,other,recreation,25,5
1003866,other,health,26,6
1003866,other,social,27,1
1003866,other,social,28,1
1003866,other,ethical,30,7
1003867,you,social,1,3
1003867,you,recreation,2,4
1003867,you,financial,3,7
1003867,you,health,5,4
1003867,you,ethical,6,6
1003867,you,social,7,2
1003867,you,financial,8,4
1003867,you,ethical,9,5
1003867,you,ethical,10,4
1003867,you,recreation,11,4
1003867,you,financial,12,4
1003867,you,recreation,13,5
1003867,you,financial,14,7
1003867,you,health,17,7
1003867,you,financial,18,5
1003867,you,recreation,19,3
1003867,you,health,20,5
1003867,you,social,21,3
1003867,you,social,22,4
1003867,you,health,23,5
1003867,you,recreation,24,4
1003867,you,recreation,25,4
1003867,you,health,26,6
1003867,you,social,27,2
1003867,you,social,28,5
1003867,you,ethical,30,7
1003867,other,social,1,2
1003867,other,recreation,2,2
1003867,other,financial,3,5
1003867,other,health,5,2
1003867,other,ethical,6,5
1003867,other,social,7,1
1003867,other,financial,8,3
1003867,other,ethical,9,2
1003867,other,ethical,10,3
1003867,other,recreation,11,4
1003867,other,financial,12,3
1003867,other,recreation,13,3
1003867,other,financial,14,6
1003867,other,health,17,5
1003867,other,financial,18,4
1003867,other,recreation,19,3
1003867,other,health,20,2
1003867,other,social,21,2
1003867,other,social,22,3
1003867,other,health,23,4
1003867,other,recreation,24,3
1003867,other,recreation,25,3
1003867,other,health,26,5
1003867,other,social,27,2
1003867,other,social,28,3
1003867,other,ethical,30,6
1003868,you,social,1,3
1003868,you,recreation,2,4
1003868,you,financial,3,3
1003868,you,health,5,5
1003868,you,ethical,6,6
1003868,you,social,7,3
1003868,you,financial,8,2
1003868,you,ethical,9,7
1003868,you,ethical,10,7
1003868,you,recreation,11,3
1003868,you,financial,12,6
1003868,you,recreation,13,3
1003868,you,financial,14,7
1003868,you,health,17,5
1003868,you,financial,18,6
1003868,you,recreation,19,6
1003868,you,health,20,6
1003868,you,social,21,3
1003868,you,social,22,3
1003868,you,health,23,6
1003868,you,recreation,24,4
1003868,you,recreation,25,5
1003868,you,health,26,5
1003868,you,social,27,4
1003868,you,social,28,3
1003868,you,ethical,30,7
1003868,other,social,1,1
1003868,other,recreation,2,3
1003868,other,financial,3,2
1003868,other,health,5,2
1003868,other,ethical,6,4
1003868,other,social,7,2
1003868,other,financial,8,1
1003868,other,ethical,9,7
1003868,other,ethical,10,7
1003868,other,recreation,11,2
1003868,other,financial,12,5
1003868,other,recreation,13,1
1003868,other,financial,14,6
1003868,other,health,17,4
1003868,other,financial,18,5
1003868,other,recreation,19,5
1003868,other,health,20,6
1003868,other,social,21,1
1003868,other,social,22,3
1003868,other,health,23,7
1003868,other,recreation,24,2
1003868,other,recreation,25,5
1003868,other,health,26,5
1003868,other,social,27,1
1003868,other,social,28,4
1003868,other,ethical,30,6
1003869,you,social,1,1
1003869,you,recreation,2,4
1003869,you,financial,3,7
1003869,you,health,5,5
1003869,you,ethical,6,4
1003869,you,social,7,2
1003869,you,financial,8,7
1003869,you,ethical,9,7
1003869,you,ethical,10,7
1003869,you,recreation,11,4
1003869,you,financial,12,5
1003869,you,recreation,13,4
1003869,you,financial,14,3
1003869,you,health,17,4
1003869,you,financial,18,5
1003869,you,recreation,19,4
1003869,you,health,20,6
1003869,you,social,21,3
1003869,you,social,22,3
1003869,you,health,23,4
1003869,you,recreation,24,4
1003869,you,recreation,25,4
1003869,you,health,26,7
1003869,you,social,27,2
1003869,you,social,28,3
1003869,you,ethical,30,7
1003869,other,social,1,2
1003869,other,recreation,2,3
1003869,other,financial,3,6
1003869,other,health,5,4
1003869,other,ethical,6,3
1003869,other,social,7,1
1003869,other,financial,8,6
1003869,other,ethical,9,5
1003869,other,ethical,10,7
1003869,other,recreation,11,3
1003869,other,financial,12,4
1003869,other,recreation,13,2
1003869,other,financial,14,3
1003869,other,health,17,4
1003869,other,financial,18,2
1003869,other,recreation,19,3
1003869,other,health,20,5
1003869,other,social,21,3
1003869,other,social,22,2
1003869,other,health,23,2
1003869,other,recreation,24,7
1003869,other,recreation,25,2
1003869,other,health,26,6
1003869,other,social,27,1
1003869,other,social,28,1
1003869,other,ethical,30,5
1003870,you,social,1,2
1003870,you,recreation,2,3
1003870,you,financial,3,6
1003870,you,health,5,5
1003870,you,ethical,6,7
1003870,you,social,7,4
1003870,you,financial,8,2
1003870,you,ethical,9,7
1003870,you,ethical,10,6
1003870,you,recreation,11,4
1003870,you,financial,12,7
1003870,you,recreation,13,4
1003870,you,financial,14,5
1003870,you,health,17,6
1003870,you,financial,18,4
1003870,you,recreation,19,5
1003870,you,health,20,7
1003870,you,social,21,4
1003870,you,social,22,2
1003870,you,health,23,4
1003870,you,recreation,24,4
1003870,you,recreation,25,4
1003870,you,health,26,5
1003870,you,social,27,3
1003870,you,social,28,3
1003870,you,ethical,30,7
1003870,other,social,1,3
1003870,other,recreation,2,3
1003870,other,financial,3,4
1003870,other,health,5,4
1003870,other,ethical,6,6
1003870,other,social,7,4
1003870,other,financial,8,2
1003870,other,ethical,9,6
1003870,other,ethical,10,6
1003870,other,recreation,11,2
1003870,other,financial,12,3
1003870,other,recreation,13,3
1003870,other,financial,14,3
1003870,other,health,17,6
1003870,other,financial,18,2
1003870,other,recreation,19,2
1003870,other,health,20,5
1003870,other,social,21,2
1003870,other,social,22,2
1003870,other,health,23,3
1003870,other,recreation,24,3
1003870,other,recreation,25,3
1003870,other,health,26,4
1003870,other,social,27,3
1003870,other,social,28,1
1003870,other,ethical,30,7
1003871,you,social,1,2
1003871,you,recreation,2,3
1003871,you,financial,3,5
1003871,you,health,5,5
1003871,you,ethical,6,7
1003871,you,social,7,1
1003871,you,financial,8,7
1003871,you,ethical,9,7
1003871,you,ethical,10,6
1003871,you,recreation,11,4
1003871,you,financial,12,7
1003871,you,recreation,13,4
1003871,you,financial,14,5
1003871,you,health,17,6
1003871,you,financial,18,4
1003871,you,recreation,19,6
1003871,you,health,20,6
1003871,you,social,21,3
1003871,you,social,22,3
1003871,you,health,23,7
1003871,you,recreation,24,4
1003871,you,recreation,25,4
1003871,you,health,26,5
1003871,you,social,27,3
1003871,you,social,28,4
1003871,you,ethical,30,7
1003871,other,social,1,1
1003871,other,recreation,2,1
1003871,other,financial,3,4
1003871,other,health,5,2
1003871,other,ethical,6,7
1003871,other,social,7,1
1003871,other,financial,8,7
1003871,other,ethical,9,7
1003871,other,ethical,10,5
1003871,other,recreation,11,1
1003871,other,financial,12,6
1003871,other,recreation,13,3
1003871,other,financial,14,4
1003871,other,health,17,5
1003871,other,financial,18,3
1003871,other,recreation,19,6
1003871,other,health,20,3
1003871,other,social,21,3
1003871,other,social,22,2
1003871,other,health,23,6
1003871,other,recreation,24,2
1003871,other,recreation,25,4
1003871,other,health,26,5
1003871,other,social,27,2
1003871,other,social,28,2
1003871,other,ethical,30,6
1003872,you,social,1,3
1003872,you,recreation,2,4
1003872,you,financial,3,5
1003872,you,health,5,7
1003872,you,ethical,6,5
1003872,you,social,7,2
1003872,you,financial,8,7
1003872,you,ethical,9,7
1003872,you,ethical,10,7
1003872,you,recreation,11,3
1003872,you,financial,12,5
1003872,you,recreation,13,3
1003872,you,financial,14,6
1003872,you,health,17,4
1003872,you,financial,18,6
1003872,you,recreation,19,4
1003872,you,health,20,5
1003872,you,social,21,3
1003872,you,social,22,2
1003872,you,health,23,3
1003872,you,recreation,24,4
1003872,you,recreation,25,4
1003872,you,health,26,4
1003872,you,social,27,2
1003872,you,social,28,1
1003872,you,ethical,30,5
1003872,other,social,1,1
1003872,other,recreation,2,3
1003872,other,financial,3,4
1003872,other,health,5,5
1003872,other,ethical,6,3
1003872,other,social,7,1
1003872,other,financial,8,7
1003872,other,ethical,9,7
1003872,other,ethical,10,5
1003872,other,recreation,11,1
1003872,other,financial,12,4
1003872,other,recreation,13,3
1003872,other,financial,14,4
1003872,other,health,17,2
1003872,other,financial,18,5
1003872,other,recreation,19,4
1003872,other,health,20,5
1003872,other,social,21,3
1003872,other,social,22,2
1003872,other,health,23,1
1003872,other,recreation,24,3
1003872,other,recreation,25,4
1003872,other,health,26,3
1003872,other,social,27,1
1003872,other,social,28,1
1003872,other,ethical,30,4
